業種名,和文社名,住所,業種,会社コード,公開有無,フリガナ,旧会社名,英文社名,郵便番号,電話,ＵＲＬ,営業所等,事業内容,仕入先,販売先,ブランド,取引銀行,設立年月,資本金,lat,lon
鉄鋼・金属卸売,レザーマン　ツール　ジャパン（株）,岐阜県関市下有知５１７８,その他非製造業,202641,未上場,レザーマンツールジャパン,,Ｌｅａｔｈｅｒｍａｎ　Ｔｏｏｌ　Ｊａｐａｎ　Ｌｔｄ．,501-3217,0575-23-5103,http://www.leatherman-japan.com/,,ポケットナイフ，金属製品の輸入・卸売業,,,,,198610,10,35.5047276,136.9107965
金属製品,ツヴィリング　Ｊ．Ａ．ヘンケルス　ジャパン（株）,岐阜県関市肥田瀬４０６４,製造業,4840,未上場,ツヴィリングジェイエーヘンケルスジャパン,日本ヘンケルス（株）（2003.2）,Ｚｗｉｌｌｉｎｇ　Ｊ．Ａ．Ｈｅｎｃｋｅｌｓ　Ｊａｐａｎ　Ｌｔｄ．,501-3911,0575-22-1625,http://www.zwilling.jp/,［営業所］　大阪，東京　［工場］　岐阜,ＺＷＩＬＬＩＮＧ　Ｊ．Ａ．ＨＥＮＣＫＥＬＳグループブランドの刃物類，食器，台所用品，ビューティーツールの輸出入・製造及び販売,Ｚｗｉｌｌｉｎｇ　Ｊ．Ａ．Ｈｅｎｃｋｅｌｓ　ＡＧ（独・ゾーリンゲン）,,ＺＷＩＬＬＩＮＧ（ツヴィリング／ツイン），Ｈｅｎｃｋｅｌｓ（ヘンケルス），雅（ＭＩＹＡＢＩ），Ｓｔａｕｂ（ストウブ），Ｄｅｍｅｙｅｒｅ（デメイエレ），ＴＷＥＥＺＥＲＭＡＮ（ツイーザーマン）,りそな，三井住友，十六,197301,90,35.4705551,136.938723
機械,日本ハイドロパック（株）,岐阜県岐阜市茜部菱野２－１２－２,製造業,203020,未上場,ニッポンハイドロパック,,Ｎｉｈｏｎ　Ｈｙｄｒｏ－Ｐａｃ　Ｋ．Ｋ．,500-8268,058-276-7690,http://www.nihon-hydropac.com/,,コンプレッサ・高圧ポンプおよび米国オートクレーブ社製高圧用バルブ・継手・管・反応器等の輸入・販売・技術サービス,,,,,198706,12,35.3864899,136.7527799
精密機器卸売,アジュハイテック・グローバル（株）,岐阜県岐阜市加納城南通１－１９,その他非製造業,403142,未上場,アジュハイテックグローバル,,ＡＪＵＨＩＴＥＫ　ＧＬＯＢＡＬ　Ｃｏ．，　Ｌｔｄ．,500-8486,058-277-0019,http://ajuhitek.co.jp/,,半導体基板の光学式検査装置の販売等,,,,,200501,‥,35.3980783,136.761544
電気機器卸売,富士ゼロックス岐阜（株）,岐阜県岐阜市橋本町２－２０　濃飛ビル７階,その他非製造業,202711,未上場,フジゼロックスギフ,,Ｆｕｊｉ　Ｘｅｒｏｘ　Ｇｉｆｕ　Ｃｏ．，　Ｌｔｄ．,500-8856,058-255-0860,http://www.fujixerox.co.jp/gfx/,,事務用機器の販売・保守,,,,,198803,30,35.4103431,136.7527988
繊維・衣服,（株）ダーバン宮崎ソーイング,宮崎県日南市北郷町郷之原乙３６６３,その他非製造業,410422,未上場,ダーバンミヤザキソーイング,,Ｄ’ｕｒｂａｎ　Ｍｉｙａｚａｋｉ　Ｓｅｗｉｎｇ　Ｉｎｃ．,889-2402,0987-55-3211,http://durban-m.com/,,衣料品の製造,,,,,197402,50,31.7010359,131.3711358
電気機器,セレスティカ・ジャパン（株）,宮城県黒川郡大和町吉岡字雷神２,製造業,220771,未上場,セレスティカジャパン,,Ｃｅｌｅｓｔｉｃａ　Ｊａｐａｎ　Ｋ．Ｋ．,981-3681,022-345-1160,http://www.celestica.co.jp/,［サイト］　（東京）東京都港区芝３－２３－１セレスティン芝三井ビル８階ＴＥＬ０３－５４３９－０２０１,電子通信機器装置製造受託サービス,,,,バンクオブアメリカ,200005,305,38.4408613,140.8943962
機械,ケルヒャー　ジャパン（株）,宮城県黒川郡大和町松坂平３－２　イレーネケルヒャービル,製造業,202960,未上場,ケルヒャージャパン,ケルヒャー・クリーニング・システムズ（株）（1992.1）,Ｋａｒｃｈｅｒ　（Ｊａｐａｎ）　Ｃｏ．，　Ｌｔｄ．,981-3408,022-344-3140,http://www.karcher.co.jp/,［支店］　札幌，道東，仙台，北東北，宇都宮，東京，横浜，名古屋，北陸，大阪，広島，福岡，鹿児島,家庭用及び業務用のトータル清掃・洗浄システム販売,独アルフレッド・ケルヒャー社,代理店約６５０社,ＫＡＲＣＨＥＲ,みずほ，三菱東京ＵＦＪ，ＨＳＢＣ,198801,492,38.4677471,140.922479
電気機器卸売,富士ゼロックス宮城（株）,宮城県仙台市青葉区五橋１－１－２３,その他非製造業,381641,未上場,フジゼロックスミヤギ,宮城ゼロックス（株）（2006.4）,Ｆｕｊｉ　Ｘｅｒｏｘ　Ｍｉｙａｇｉ　Ｃｏ．，　Ｌｔｄ．,980-0022,022-221-2131,http://www.fujixerox.co.jp/myx/,,事務用機器の販売・保守,,,,,198109,30,38.2546753,140.881328
非鉄金属,開明伸銅（株）,京都府亀岡市大井町並河３－１０－１,製造業,5480,未上場,カイメイシンドウ,,Ｋａｉｍｅｉ　Ｓｈｉｎｄｏ　Ｃｏ．，　Ｌｔｄ．,621-0013,0771-23-6111,http://www.kaimeishindo.com/,［営業所］　東京都台東区西浅草２－１－３開洋ビル　［工場］　本社,伸銅品およびアルミニウム合金型材の製造,アルコニックス，伊藤忠非鉄販売，住化アルケム，岩谷マテリアル,アルコニックス，双日，南部製作所，若林金属，住友精密工業，中島アルミ，岩谷マテリアル,,◎りそな，京都信金，京都，三菱東京ＵＦＪ,195205,90,35.0297536,135.5512158
精密機器,（株）エバテック,京都府久世郡久御山町森大内１８８,製造業,410232,未上場,エバテック,,ＥＶＡＴＥＣＨ　Ｃｏ．，Ｌｔｄ．,613-0024,075-631-7708,http://www.evatech.co.jp/,,太陽電池ライン，太陽電池装置製造販売他,,,,,198703,580,34.8966116,135.7446583
電気機器卸売,富士ゼロックス京都（株）,京都府京都市中京区三条通烏丸西入御倉町８５－１　烏丸ビル７階,その他非製造業,381625,未上場,フジゼロックスキョウト,京都ゼロックス（株）（2006.4）,Ｆｕｊｉ　Ｘｅｒｏｘ　Ｋｙｏｔｏ　Ｃｏ．，　Ｌｔｄ．,604-8166,075-255-3091,http://www.fujixerox.co.jp/ktx/,,事務用機器の販売・保守,,,,,197912,30,35.00880340000001,135.7592807
貸金・信販・カード,ニッセン・ジー・イー・クレジット（株）,京都府京都市中京区新町通錦小路下る小結棚町４４４　ニッセン四条新町ビル,金融･保険,210136,未上場,ニッセンジーイークレジット,,ＧＥ　Ｎｉｓｓｅｎ　Ｃｒｅｄｉｔ　Ｃｏ．，　Ｌｔｄ．,604-8223,075-288-2000,http://www.nissen-ge.co.jp/,,金銭貸付，クレジットカード，生命保険の募集に関する事業および損害保険代理業など,,,,京都,199712,"4,050",35.0039908,135.756434
化学,サンアプロ（株）,京都府京都市東山区一橋野本町１１,製造業,200376,未上場,サンアプロ,サンアボット（有）（1986.1）,Ｓａｎ－Ａｐｒｏ　Ｌｔｄ．,605-0995,075-382-1588,http://www.san-apro.co.jp/,［営業所］　（東京）東京都中央区日本橋本町１－５－６第１０中央ビル４階ＴＥＬ０３－３２４１－２４９１，（大阪）大阪市中央区本町１－８－１２日本生命堺筋本町ビル１０階ＴＥＬ０６－６２６２－２３５５　［研究所］　（京都）京都市西京区御陵大原１－４０,化学品の製造・販売,,,,,196604,60,34.9840795,135.7693269
他小売,ファッコ・ジャパン（株）,京都府京都市南区吉祥院這登中町２１－２,その他非製造業,360079,未上場,ファッコジャパン,,Ｆａｃｃｏ　Ｊａｐａｎ　Ｋ．Ｋ．,601-8353,075-672-0324,,,養鶏設備パーツの輸入販売,,,,,199303,30,34.9711893,135.7297345
機械,（株）ツバキエマソン,京都府長岡京市神足暮角１－１,製造業,12600,未上場,ツバキエマソン,（株）椿本エマソン（2002.4）,Ｔｓｕｂａｋｉ　Ｅｍｅｒｓｏｎ　Ｃｏ．,617-0833,075-956-0200,http://www.tsubakimoto.jp/tem/,［営業所・出張所］　１１ヵ所　［工場］　京都府長岡京市神足暮角１－１，岡山県津山市新野東１５１５，兵庫県加西市朝妻町１１４０,動力伝動装置の製造・販売，カムクラッチ（１２％），変減速機（４２％），作動機（２３％），機器（２３％）,岡谷鋼機，ダイジク，江洲金属，ヒラタ工業，光洋販売，草津電機，千代田組,椿本マシナリー，椿本興業，千代田組，日伝，エイチアールディー，椿本西日本,,◎三井住友，三菱東京ＵＦＪ，三井住友信,198407,460,34.9182349,135.7102964
精密機器,日本アキュライド（株）,京都府八幡市岩田南浅地４４,製造業,90,未上場,ニッポンアキュライド,,Ａｃｃｕｒｉｄｅ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,614-8265,075-983-7500,http://www.accuride.co.jp/,［東京本部］　東京都千代田区神田淡路町１－４－１友泉淡路町ビル９階ＴＥＬ０３－５２０９－７４０１　［大阪営業所］　大阪市北区南森町１－３－２７南森町丸井ビルＴＥＬ０６－６３６４－６３３１　［工場］　本社,ボール・ベアリング式精密スライド装置および関連製品の製造・販売・輸出入,くろがね工作所，天辻鋼球製作所,スガツネ工業，キヤノン，リコー，富士ゼロックス，富士通,アキュライド,◎三菱東京ＵＦＪ，三井住友,197409,50,34.85092900000001,135.7441026
他製造業,ケイ・エス・エム（株）,京都府八幡市岩田南浅地４４,製造業,11390,未上場,ケイエスエム,日本スチールケース（株）（1994.9）,ＫＳＭ　Ｃｏ．，　Ｌｔｄ．,614-8265,075-981-9981,,［工場］　京都（八幡）ＴＥＬ０７５－９８１－９９８１,オフィスシステム家具，いす，パネルの製造,Ｓｔｅｅｌｃａｓｅ　Ｉｎｃ．，シンコー，明商，イノベイジア，等１２０社,くろがね工作所，内田洋行，エルゴジャパン，ワークプレイスソリューションズ，ミダス,Ｓｔｅｅｌｃａｓｅ,◎三菱東京ＵＦＪ,197306,10,34.85092900000001,135.7441026
電気機器卸売,富士ゼロックス熊本（株）,熊本県熊本市東区尾ノ上１－６－１,その他非製造業,381626,未上場,フジゼロックスクマモト,熊本ゼロックス（株）（2006.4）,Ｆｕｊｉ　Ｘｅｒｏｘ　Ｋｕｍａｍｏｔｏ　Ｃｏ．，　Ｌｔｄ．,862-0913,096-367-2220,http://www.fujixerox.co.jp/kmx/,,事務用機器の販売・保守,,,,,198111,30,32.7881994,130.7508505
輸送機器,ＴＩ　Ａｕｔｏｍｏｔｉｖｅ　Ｊａｐａｎ　Ｇｕｎｍａ（株）,群馬県伊勢崎市国定町１－２３－１,製造業,100320,未上場,ティーアイオートモーティブジャパングンマ,（株）ミツバ・ウオルブロー（2010.7）,ＴＩ　Ａｕｔｏｍｏｔｉｖｅ　Ｊａｐａｎ　Ｇｕｎｍａ,379-2221,0270-63-5612,http://www.tiautomotive.com/,［工場］　本社,自動車用燃料ポンプの製造・販売,ミツバ，Ｋｉｒｋｗｏｏｄ，ＤｏｎｇＫｏｏｋ，Ｄａｅｗｈａ，４Ｍ－Ｔｅｃｈ,ＴＩ　Ａｕｔｏｍｏｔｉｖｅ　Ｓｙｓｔｅｍｓ，他,,◎横浜，足利，みずほ，三井住友,198701,200,36.3666127,139.2709687
その他卸売,（株）アペックス,群馬県高崎市上並榎町２５８－２,その他非製造業,392813,未上場,アペックス,,Ａｐｅｘ　Ｃｏ．，　Ｌｔｄ．,370-0801,027-370-5678,http://www.apexb1.com/,,日用雑貨，宝飾品，ガーデン用品などの企画開発，輸入,,,,,198903,40,36.34357079999999,138.9876035
輸送機器,群馬精機（株）,群馬県高崎市上豊岡町５６１－２４,製造業,220639,未上場,グンマセイキ,,Ｇｕｎｍａ　Ｓｅｉｋｉ　Ｃｏ．，　Ｌｔｄ．,370-0871,027-344-1121,,,燃料噴射装置部品の製造,,,,,196305,100,36.3383883,138.9683822
電気機器卸売,富士ゼロックス群馬（株）,群馬県高崎市問屋町２－４－４,その他非製造業,381627,未上場,フジゼロックスグンマ,群馬ゼロックス（株）（2006.4）,Ｆｕｊｉ　Ｘｅｒｏｘ　Ｇｕｎｍａ　Ｃｏ．，　Ｌｔｄ．,370-0006,027-361-1431,http://www.fujixerox.co.jp/gmx/,,事務用機器の販売・保守,,,,,198011,30,36.3469864,139.0112192
パルプ・紙,トライウォールジャパン（株）,群馬県前橋市鳥羽町５０－３,製造業,420170,未上場,トライウォールジャパン,,Ｔｒｉ－Ｗａｌｌ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,371-0845,027-210-5510,http://www.tri-wall.co.jp/,,産業用重量物梱包資材の製造・販売・コンサルティング,,,,,200904,310,36.3775196,139.0381905
輸送機器,（株）フジアイタック,群馬県邑楽郡邑楽町大字中野１３７６,製造業,220645,未上場,フジアイタック,,Ｆｕｊｉ　Ａｉｔａｃ　Ｃｏ．，　Ｌｔｄ．,370-0603,0276-88-2111,,,燃料噴射装置部品の製造,,,,,195003,100,36.2695944,139.4533529
輸送機器,カウテックス　ジャパン（株）,広島県広島市安芸区矢野新町１－３－５０,製造業,222370,未上場,カウテックスジャパン,カウテックス　テキストロン　キーレックス（株）（2005.8）,Ｋａｕｔｅｘ　Ｊａｐａｎ　Ｃｏｒｐ．,736-0084,082-820-1831,http://www.kautex-textron.com/,,プラスチック燃料タンクの製造,,,,,200107,"1,000",34.3534232,132.5236008
情報・システム・ソフト,（株）エム・アイ・ティ　システム開発,広島県広島市中区本通７－２９　アイビービル８階,情報通信･メディア,220863,未上場,エムアイティシステムカイハツ,,Ｍｏｌｔｅｎ　Ｉｎｆｏｒｍａｔｉｏｎ　Ｔｅｃｈｎｏｌｏｇｙ　Ｃｏｒｐ．,730-0035,082-504-4010,http://www.mit-sys.co.jp/,,情報システム，コンピュータ・ソフトウエアの開発・販売・保守等，システム機器等の販売,,,,,199012,95,34.3930034,132.4579174
他サービス,（有）テステックス・ジャパン,広島県広島市東区中山東１－４－３２,その他非製造業,209418,未上場,テステックスジャパン,,ＴｅｓＴｅｘ－Ｊａｐａｎ　Ｉｎｃ．,732-0023,082-289-6770,http://www.testex-j.com/,,非破壊検査に関するサービス，装置の販売，コンサルタント，委託研究等,,,,,199808,30,34.4104911,132.498795
電気機器卸売,富士ゼロックス広島（株）,広島県広島市南区稲荷町２－１６　広島稲荷町第一生命ビル,その他非製造業,381637,未上場,フジゼロックスヒロシマ,広島ゼロックス（株）（2006.4）,Ｆｕｊｉ　Ｘｅｒｏｘ　Ｈｉｒｏｓｈｉｍａ　Ｃｏ．，　Ｌｔｄ．,732-0827,082-568-6300,http://www.fujixerox.co.jp/hsx/,,事務用機器の販売・保守,,,,,197912,30,34.3932071,132.4705398
情報・システム・ソフト,日本アイビーエム中国ソリューション（株）,広島県広島市南区大州４－９－１５　マツダ興産第一ビル,情報通信･メディア,220530,未上場,ニッポンアイビーエムチュウゴクソリューション,,ＩＢＭ　Ｇｌｏｂａｌ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ　Ｃｈｕｇｏｋｕ　Ｓｏｌｕｔｉｏｎｓ　Ｃｏ．,732-0802,082-286-9811,http://www-06.ibm.com/jp/igsch/,,システム・インテグレーション，他,,,,,199911,10,34.3872603,132.4948937
